,lyrics,genre
3400,"(aviator) (taurus) my bitch a dirty diana young nigga michael jackson bad (bad) i came to ball, steve nash (ball) i wake up, pop a tag (i wake up, pop a tag) all of my foreigns fast (skrrt) yeah, i made myself the man (i made myself the man) i'm 'bout to sign new advance (sign) the millions in demand (m's) i took some shrooms with the homie (ooh) i bought my new bitch a rollie (oh) i would never tell on the code (oh) i could parasail if i wanted (parasail) these niggas hold shell and it's showin' (shell) i could send some shells to your colon (yeah) i know that young gunna wunna chosen (gunna wunna) be patient, i'm livin' in the moment (patient) ask my people, they gon' say i'm one hundred (hundred) ask these pussies, they tryna take me under (pussy) i won't let 'em, can't take me out my comfort (nah) we send bullets, big bullets by the bundle (yeah) 2020, i'm lookin' through a tunnel (2020) can't see fully but know i'm seein' numbers (nah) bitch so sexy, i fuck without a condom (fuck without a condom) i'm an animal straight out the jungle my bitch a dirty diana (whoa) young nigga michael jackson bad (yeah) i came to ball, steve nash (ball, steve nash) i wake up, pop a tag (i wake up, pop a tag) all of my foreigns fast (skrrt) yeah, i made myself the man (i made myself the man) i'm 'bout to sign new advance (sign) the millions in demand (m's) i bought me a maybach, mercedes (yeah) don't mean much, but i know these niggas hatin' (know these niggas hatin') pop my shit on the ones that say i'm lazy (pop it) i'm on drugs, movin' slower than the matrix (slow) she want make up then press me 'bout some makeup (uh) trust the joker, you see me in jamaica (you see me) if i pour up, it's tropicana flavor i went up since the interview on fader (yeah) bought a glock with a beam and a laser (beam) brought my strap, i couldn't trust her with the taser (nah) she say, ""watch him i know your heart is fatal"" (fatal) if you fail then i know that i done made it (i know that i done made it) fuck the critics, we steady countin' paper (yeah) we like crickets, just jumpin' off the table (jumpin' off the table) 'bout to pour me some syrup, not the maple (syrup) watch these girls in the world, they could take you my bitch a dirty diana (whoa) young nigga michael jackson bad (yeah) i came to ball, steve nash (ball, steve nash) yeah, i wake up, pop a tag (i wake up, pop a tag) all of my foreigns fast (skrrt) yeah, i made myself the man (i made myself the man) i'm 'bout to sign new advance (sign) the millions in demand (m's)",Hip-Hop
3401,"get off my dick, let me do me that's a million bucks, every two weeks i'm fucking on an actress, we making movies i'm pulling out my camera, we shooting new scenes i'm flexing stupid on these niggas, puking on these niggas sipping all this drank, lord i'm juicing on these niggas got my bitch balling hard sheryl swooping on these niggas mind your fucking business and stop googling on me, nigga i do tunechi on these niggas  riding through the city with a bad bitch with me (bad bitch) she wanna know if she can bring her friends but my niggas wanna know if they're pretty yeah they can tag along bet you i could tag em all with a little loud and some alcohol but i'ma pass em off to my niggas kick em out when i'm done, nigga, fuck 'em all back to the grind (grind) i work so hard like i get paid overtime (work) but when i see the check come i'm geeked up in the mall, buy the same thing three times call this foreplay cause when the hoes see me shop, you can see the panties drop (drop) running up a check get em so wet (wet)  gotta ball out, call it b.o. flex (ohh)  they wanna know how i go so hard but  i'm still so young and i'm eating so good, and i'm still not done  no i ain't stopping 'til i got it all and i'm winning til it ain't no room for losing  i ain't gotta tell you why i do it get cash, get cars, go hard (aye) i ain't gotta tell you why i do it nigga i don't ask why you do your job i ain't gotta tell you why i do it i grind sundown, sunrise don't tell me to prove it, cause i might lose it i ain't gotta tell you why i do it (do it) i ain't gotta tell you why i do it (do it)  i ain't gotta tell you why i do it (do it) i ain't gotta tell you why i do it (do it) i ain't gotta tell you why i do it (do it)  don't have to tell you, the plan is relentless  i ain't gotta tell you why i do it nigga that's my business  even if you say you don't fuck with it  cause you know for my niggas i'ma stay down stay down, stay down  we never trust them bitches, better lay down lay down, lay down  but they never come around when the money out money out, money out all the same people that ran out (ran) tryna come around for a handout (huh uh)  i woke up this morning, dick rock hard if you looking for your woman, she just hopped off if you looking for some trouble, ain't gotta look far i put that dick in her stomach, she holla, "" good lord ""  i put that dick in her stomach, she holla, "" good god "" these niggas claiming they thugging, they know they good boys my niggas call me kg, cause i'm the "" kush god "" and my coupe don't need a key, i'm talking push start, push start  riding and vibing, ain't hiding, come find me it ain't hard to find me cause nigga i'm shining i ain't got to tell these boys, they know i'm shining  i ain't got to tell my goons turn up, they bother you fuck with me right now, that's bad timing fatherless children and sad mommies fuck all this shit they be saying bout me i'm on that sipping, too damn drowsy for that bullshit  i ain't gotta tell you why i do it get cash, get cars, go hard (aye) i ain't gotta tell you why i do it nigga i don't ask why you do your job i ain't gotta tell you why i do it i grind sundown, sunrise don't tell me to prove it, cause i might lose it i ain't gotta tell you why i do it (do it) i ain't gotta tell you why i do it (do it) i ain't gotta tell you why i do it (do it) i ain't gotta tell you why i do it (do it) i ain't gotta tell you why i do it (do it) don't have to tell you, the plan is relentless i ain't gotta tell you why i do it nigga that's my business even if you say you don't fuck with it that's cool (mula baby)",Hip-Hop
3402,"360 questions to ask a gravedigga here are just seven of them  yo rza, how many bites did it take you to chew your fuckin arm off? *gun shot* hey gravediggaz, who was the governor of campania during the herculonious period? *gun shot* who, the fuck were those two other guys rhymin on diary? word? *gun shot* yo i got a question... are all of you there? *gun shot* question -- can any jehovah witnesses be down with the gravediggaz? *gun shot* yeah do ahh maggots get drunk when they bury alcoholics? *gun shot* yo, i got one last question *rifle cocks* who killed tommy's boy?",Hip-Hop
3403,"we been doing this for a long long time now this music thing and touring, you know and still i ain't met one person that could maintain righteousness know what i'm sayin?  a wise man told me evil was lurkin' and if you found it try your best to not put yourself around it 'cause when you in it you tend to push it to the limit but then when the sin beginnin' you wish you would stay grounded i went all over the world and i done been through it at the beginning i knew i wouldn't give in to it but temptation over the sensation women i'm embracin', so many of them waitin' contemplatin' how to get fornication at yo door when its late with the motivation of satan so they say, but things go they way but its more then pay told her hey yo the phase for today but lust it sets in, and crush your chest in for dust your destined, if drugs are let in enough to nest in, probably make you punch your best friend and next kin cuz you let s-e-x win you mean to tell me you can fight this land with brightness and walk the path of the righteous man? yo, i want to believe that, itching to see that if a positive person can shake the negative feedback that this life has to offer what its faster what a disaster if you didn't obey the master cuz that's mutiny, it would be new to me if you was on tour with tecca nina and still you could be  (holy, holy) if you lived in another world would you (know me, know me) i know you be strong, but you been gone a (while) i know you still my (child) so i'm pullin' for you (don't you owe me) your soul and if you know it wont (show me, show me) you can see me if you look above the (clouds) you're holier than (thou) so, i say it for you  how can i move the crowd without losin' out of my faith? lucifer out of the way (way) or maybe he don't even exist i ain't gotta trip off gettin hookers out of my system (get you out of my system) see thats how he tricks em get em' sippin', then a big ol mickey he slips them (i wonder why) music soothes the savage soul people could lose or win, but lack control wish we could choose to live and fast the soul we smashin' women then bypass the soul they believin everything we breathe in half of us is jesus, the other half is heathen and how we get that bad half out? we pray the lord would cast that out hope you got blessins let them pass that out when we travellin' and pass that route keep us under their grace is the place where we had that doubt where i stand, its pointin' at me, but its with my hand i need you, you holier than i am, i am  (holy, holy) if you lived in another world would you (know me, know me) i know you be strong, but you been gone a (while) i know you still my (child) so i'm pullin' for you (don't you owe me) your soul and if you know it wont (show me, show me) you can see me if you look above the (clouds) you're holier than (thou) so i say it for you  this verse was intended for a gospel rapper that we all admire and he goes by the name of da t.r.u.t.h all we wanted was a righteous man to lead us in the right direction and maybe if he came we could change and regroup so we laid it down and sent it hopin' we would rap wit us, track splittas waited, and none of his people got back wit us we kept callin' and they finally answered, when a month passed we was prepared to do whatever, give it if he wants cash but the lady who represent 'em would never send 'em a message from a secular messenger never be no nepotism, we supposed to be brothers, on the road to teach others but the flow would be covered, don't wanna mess with tech they know that we smothered anybody who diss us, retire they weak flow cuz this is the pinnacle, nobody flyer than me, bro if you didn't like it then i admire the ego, and if they never told ya, then you better fire ya people cause fallen angels came for your help and then she pushed 'em but christians be the first to run they mouth about muslims but they always helpin' in the hood, but y'all closed me out y'all didn't even really wanna know what we bout and we bombay, trippin on this on the don spay and i had to spit on in cuz i couldn't afford kanye i needed help, your people showed me the wall be lowly as y'all, i guess y'all wasn't holy at all, naw!  much love to the gospel mc j blast for coming down in the midst of sinners to try to help us remedy our situation even though most if his peers told him not to cuz we secular mc's thanks for giving me da t.r.u.t.h. cd and bringing true godliness to our circle bro god bless you, for being so  (holy, holy) if you live in another world would you (know me, know me) i know you be strong, but you been gone a (while) while, i know you still my (child) child, so i'm pullin' for you (don't you owe me) your soul and if you know it wont (show me, show me) you can see me if you look above the (clouds) cloud, you're holier than (thou) thou, so i say it for you (holy, holy) if you lived in another world would you (know me, know me) would you know me? (while) while, while (child) you my child now (don't you owe me) your soul and if you know it wont (show me, show me) you can see me if you look above the (clouds) you're holier than (thou) ohh, yeah",Hip-Hop
3404,"yea, yea, minor, minor, minor, minor all confrence, bel air academy jackin this side out, i know dey mad at me aye i'm feeling like fresh prince yea, fresh prince i might mess around and call will smith yea, fresh prince aye i'm feeling like fresh prince fresh prince yea, yea yea fresh prince (fresh prince) i might mess around and call will smith yea, yea fresh prince fresh prince x2 i'm x5 i'm somewhere between martin luther king and 99 master p i might pull up in a tank with rmg beside me nashville tennessee, yea you know that's where i be how you do this without a deal, i told em god signed me don't try to check me i serve a rapper like jeffery prolly why most of em salty so i drink they tears like a pepsi i pull the card of a rapper that act like he play for bel air and he ballin told em, show me them racks bet that the dance round the truth like he carlton aye, if it ain't about progress, it's dead to me they want the soul food and i got the recipe i talk to god and he told me i better be acting like royalty, acting royalty uh they tell me when you at the top, it's lonely i don't believe em, i'll bring all my homies they was wit me, all we had was rice a roni just a bunch of kings, trill only  aye i'm feeling like fresh prince yea, fresh prince i might mess around and call will smith yea, fresh prince aye i'm feeling like fresh prince fresh prince yea, yea yea fresh prince (fresh prince) i might mess around and call will smith yea, yea fresh prince fresh prince x2 yeah x4 woah outside the car dark skinned like vivian inside the car light skinned vivian how many times gotta tell you i'm differ-rent can't fit my throne in that box you try put me in and this mission is the independence that i'm living try to get you in attendance any opposition trying stop the kingdom that we building i hope they all offended don't know who are so i'm telling it whipping this cut through yo hood like a chariot dodging these judas iscariots trapped in this system that wanna make us slaves and then bury us glory hallelujah, i know they watching my maneuvers so i ride the beat like it's a uber, you want the truth i bring it to you jesus the king and i'm the prince you see it all in my fingerprints gave me new flavor im running with keep my old flow mane just pay the rent, yeah aye i'm feeling like fresh prince yea, fresh prince i might mess around and call will smith yea, fresh prince aye i'm feeling like fresh prince fresh prince yea, yea yea fresh prince (fresh prince) i might mess around and call will smith yea, yea fresh prince fresh prince x2",Hip-Hop
3405,"uh, check it  ini in the house, y'all  soul brother number one  the life i live  rob-o, ras, grap luva, and marco polo  yeah, hit 'em off the verse baby, one time  yo, my display of attributes in a tight situation  is like squeezing grapes for the drunken sensation  but these grapes got the taste of wrath  on behalf of my staff i blaze a trail and set a path of forward motion  cause a commotion and diminish competition  school the shorties 'cause the ""i"" be on a mission, steady dismissing  nonsense and weak foes who kick fuckery flows and stay afloat in the water  i simply oughta seize your whole manslaughter attitude  'cause niggas like you ain't really rude  i'm never pulling punches, delivery is revelation  hear the i out, find out what you're facing  never displacing is the way brothers be living  but what's the true elements of what i'm giving?  delivering the full coverage of how i'm living in the years of the nine  my style and my life is defined  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  the very first african man born into a system that's torn into pieces  not running through the feces but every day i feel that the love keeps decreasing  so i bring the love vibe to make it all coincide  i love his imperial majesty and it's a tragedy  i've seen your whole strategy is weaker  your style's been blown like the speaker  while i'm an old school new school rhyme fool with no tool  packing the mic and keeping my cool like the water in the pool, quite refreshing  won't settle for less in this rap game, i'm far from lame  while others fiend for fame i remain the same  staying laced for the future that's faced my lord  we're ini, all together on one accord  yo, the clique that manifests with much rapport  with much love to give within the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  birth time, see my first rhyme in 2-0-7  1-9-7-1, september 11th  to the twelfth is when he blessed my peoples with wealth  first born son arrived chilling in good health  couldn't imagine the praise when i came out the poon-poon  my mama's womb was a nigga's only room  now i got the whole world to express myself  stretch myself, relax and plus rest myself  with impossible props to pull  check it, steadily avoid all the obstacles  and negativity, y'all faggots stressin' me  take advantage to get the best of me  sweating in hopes of getting next to me  it won't happen, see i came to rock the spots  serving the facts i got, on these urban black blocks of america  from four square miles new york is scarier  with strength dominates the inferior  and i'm out  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right  damn right  damn right  damn right  damn right, damn right i  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  damn right i like the life i live  the life i live  the life i live",Hip-Hop
3406,"dont wake me up because im dreaming yeah,  i think that love has found a meaning, it seems that all i think about is you, and all i want to be is with you  i wont go away, never betray you  alwasy be here, please have no fear  'casue im loyal, im loyal  theres nothing that i woudnt do for you,  'cause im loyal, im loyal  theres nothing that i wouldnt do for you  'cause im loyal, im loyal  there is nothing that i woudnt do for you, yeah  ive bee searching for way how to put my love on display,  but i cant show you enough, so all i do is try to love you more and more 'til i die, and somedays it gets tough, but believe me,  ever time that you need me, ill be there,  even if for no reason i dont care,  now let the world know what i think about you  ill be like this 'til i die  'casue im loyal, im loyal  theres nothing that i woudnt do for you,  'cause im loyal, im loyal,  theres nothing that i wouldnt do for you  'cause im loyal, im loyal  there is nothing that i woudnt do for you,  'cause im loyal, im loyal,  theres nothing that i wouldnt do for you, yeah  (they call me milliyon, yeah im royal tried to write a poem,  but i figured i show you your royal, im so committed, what ever you need im with it, im for you, so ima tell this world about you, so say they that they might doubt you, but it ant a life  without you, you would never leave me and so i would never leave you, im down with  whatever tell me what you want me to do,  and you have my heart, all of me, 'til the day im dead and gone you'll have my loyalty, we didnt mix like water and oil,  but becasue of you im shinning like aluminum foil,  i represent the kingdom, and im a king and im royal,  im royal, im royal  'casue im loyal, im loyal  theres nothing that i woudnt do for you,  'cause im loyal, im loyal,  theres nothing that i wouldnt do for you  'cause im loyal, im loyal  there is nothing that i woudnt do for you,  'cause im loyal, im loyal  there is nothing that i woundnt do for you,  waiting for you, waiting for you  i be waiting for you, waiting for you  i be waiting for you, im standing right here,  im standing right here, im standing right here,  waiting for you, im standing right here,  im standing right here, im standing right here  waiting for you.",Hip-Hop
3407,"huh? why y'all gotta be mad at me? (mustard on the beat, ho) top down, shirt open 'cause i'm hot now hunnid k for the smile, quit the hatin' when we come 'round and they all think we gon' stop then only way is up when we go we don't get enough, no, no why you mad at us, mad at us? why you mad at us, mad at us? why you mad at us, mad at us? why you mad at us, mad at us? okay know your weight, i should motivate, i got more to make sorry for the wait, know your place, say she love the taste y'all don't wanna race, my new whip straight from outer space new bitch bad, yours outta shape i know why they mad, 'cause they down bad she call you her nigga, but she call me daddy wonder why i'm always postin' shit i'm buyin', laughin' you be posted up in ig, sad puff, puff, pass, shawty so bad had to get her number, she had so much ass give good brain, but she don't go to class drink it out the bottle, she don't want no glass my bankroll's bigger than your mans (yeah, yup) my watch look sicker than your mans (yeah, yup) if i ain't take time just to flex girl, i wouldn't be the nigga that i am (haha) top down, shirt open 'cause i'm hot now (yeah, yup) hunnid k for the smile, quit the hatin' when we come 'round and they all think we gon' stop then only way is up when we go we don't get enough, no, no why you mad at us, mad at us? why you mad at us, mad at us? why you mad at us, mad at us? why you mad at us, mad at us? ayy, i'm poppin' tags, i ain't taggin' hoes rich, what i'm mad for? i don't wanna fight, but if you run up, then i'm draggin' hoes why you think i want you, boo? who the fuck you talkin' to? i would never ever fuck a nigga who would fuck with you (ew) bitch, i'm expensive, my hair and nails cost a ticket you wanna fuck with me, book me, you talkin' shit, but ain't @ me and i ain't droppin' no addy, you can't know where i live i got a whole lot of cheese and i don't need rats at the crib i'm a bad bitch, and you a mad bitch put the baddest bitch next to megan, i make her average bitch, i'm in a drop-top coupe goin' fast any rich nigga get behind me, i'ma put my back in (ah, ah, ah) i got him real heated, i know he wanna fuck me, but i only let him eat it and every time he send a long text, i never read it i see how hard she tryin', but your girl can never be me ah, mwah top down, shirt open 'cause i'm hot now hunnid k for the smile, quit the hatin' when we come 'round and they all think we gon' stop then only way is up when we go we don't get enough, no, no why you mad at us, mad at us? why you mad at us, mad at us? why you mad at us, mad at us? why you mad at us, mad at us?",Hip-Hop
3408,"""esto no me gusta, aquí la gente, la gente no sirve pa' mierda, aquí yo soy, yo soy capitan pingaloca, y to' mundo aquí, me sirve a mi o va pa'l carajo, oye, revolución compadre!""  in the midst of the madness no question, who's the baddest mcs in the game runnin for the status take a few seconds to review the crews sittin' on top is the hill lookin' over you killa hill niggas cleaned in my dream cookin' up a scheme for all them big bank niggas the world is yours, but it can be mine and his bust you out the frame, i don't give a fuck who it is number one mission, opposition get dumb, succumb and then position in a casket, best wishes at the bottom of the lake, sleepin' with the fishes full out search for the body of the mcs who be comin' to disrupt the party no wins, no ends, no way  that i'm ever gonna let ya come back again!  check my dramatics brains get splattered dreams shattered sabas get blasted for words he packaged beat the sequence bravado lessons on his defense pile you niggas talkin' fast like puerto ricans what you seekin' son i catch clean like dominicans last mohican witness i'm speakin, loud as indians, tomahawk shaolin slang, the violent talk upstate new york  where chumps get extorted for newports what you thought  ""y ya esta dicho. todos los que no les guste mi 'rebote' van a morir yo le voy a meter una bala a la cabeza a cualquier maricon, que no me persiga a mi a la 'singadapuerta', oye, hijo e' puta! quiero quemarte la cara!""  words droppin' chant the check di slant i'm taking these cannabis plants yo for granted exotic narcotic tunes slam soon from a dune in the desert mega-babylon pleasure comin' out the domepiece, smell my aroma warrior nomad put you in a coma comma llama smash-crashin' your armor drama i'm a stealth aircraft bomber here is where i dwell at the gates o' hell it ain't where you're from it's where you're in the mentals and if not, yo' credentials are essential i see reality view things surrounding me free like a spread, precise strikes the lyric not frontin' or braggin' hundred percent red dragon pine fragranced lyrics, the rhymes you can't imagine the globe-trotter, call me meadowlog lemon five part criminal, two part felon  ""esta dicho! aquí, la revelación! no se la ve por television, todos los maricones del norte, que los voy a matar yo, va a ser aquí en nuestro pais y todos los 'singamasones', que están singando un mundo, tambien, van a ver la muerte de ellos mismos, lo en las manos de ellos, un día, va a ser sangre, mucha sangre, la peste de los cuerpos muertos, vas a oír, que se va a hueler', hasta los estados unidos, estos cabrones, que con la democracia, que nos 'tan singando en el culo, todos son unos mismos cabrones""",Hip-Hop
3409,wake up drunk don't know how but i'll get fucked up again trash my lungs running from the fact it'll catch up in the end waste my life live every day like a friday night pick up when i call cause i'm waiting outside it's too cold and the waters too high wings grow detach my halo you make me stay low you are the weight on my ankles that's holding me back don't say you hate me don't call me baby just leave me be and i know it's painful don't think i'll make it it's killing me i lie awake and stare at my ceiling i can't see the rain but i feel it bottle it can't say that i'm healing no one gives a fuck bout my feelings footprints on my back they walk on me my spine is snapped and someone's shouting record that treating me like a doormat wings grow detach my halo you make me stay low you are the weight on my ankles that's holding me back don't say you hate me don't call me baby just leave me be and i know it's painful don't think i'll make it it's killing me it's killing me,Hip-Hop
3410,"hold up, wait up you can't stop this here, you can't top this tier work too hard, my god, i'ma play my card, i'ma leave your atmosphere it's so toxic, and i hear your gossip i'm aware they plottin', but i got no option and i can't be stopped, i'ma keep on walkin' in my power, in my purpose and that back-biting's so worthless and my faith on and it's workin' i'm one-of-one and i'm certain that i won the battle, it's over, we did it i'm silk, i'm sweet, i'm pete, no limit can't stop it, it's me and koryn in the pocket got the plug in the socket, woo!  they told you that you couldn't do it 'cause you're washed up ain't like them bad girls, said you should get your sauce up but i got this plan and you might not understand i'm gon' go hard as i can and i'm gon' be the boss of it just watch me do this, put no limits, only swag on it walk right up to the front where i belong then brag on it go to the top, i'ma give it all i got might take a lot but we ain't gon' ever stop  now, i do believe i'm something special can't take that from me so you can say what you want i go harder, stronger be who i'm supposed to be  'cause i'm unstoppable, i get all the way in it that's the way i was made and i'm up on my bidness 'cause i'm unstoppable, ain't no hoping and wishing say a prayer, catch a wave then i go out and get it 'cause i can be what i want, try it if i want powered by the king and he won't let me fall 'cause i'm unstoppable nah, nah, he won't let me fall 'cause i'm unstoppable  i dream about it, i go get it, that's how i do it not in the stars, i'm not lucky, i just pray through it fall on my face and i might make mistakes but i don't let it break me 'cause i'm still on my way  i do believe i'm something special can't take that from me so you can say what you want i go harder, stronger be who i'm supposed to be  'cause i'm unstoppable, i get all the way in it that's the way i was made and i'm up on my bidness 'cause i'm unstoppable, ain't no hoping and wishing say a prayer, catch a wave then i go out and get it 'cause i can be what i want, try it if i want powered by the king and he won't let me fall 'cause i'm unstoppable nah, nah, he won't let me fall 'cause i'm unstoppable  come what may, i rest in his safety winds may blow, waves won't over take me tears in my eyes but i'm still gon' survive 'cause he's incredible, he's powerful and i will rise from the bottom 'cause he said so  'cause i'm unstoppable, i get all the way in it that's the way i was made and i'm up on my bidness 'cause i'm unstoppable, ain't no hoping and wishing say a prayer, catch a wave then i go out and get it 'cause i can be what i want, try it if i want powered by the king and he won't let me fall 'cause i'm unstoppable nah, nah, he won't let me fall 'cause i'm unstoppable nah, nah, he won't let me fall fall, fall no i'm unstoppable",Hip-Hop
3411,"h-town what it do  rozay!  i got a chevy, got a benz  got a connect he keep me straight  i think he's mexican  it's time to show these niggas how we do it  huh! it's time to show these niggas how we do it  huh! i'm counting paper and i'm running through it  huh! i'm counting paper and i'm running through it  huh! just bought a benz still got a paper tag  i'm on my paper chase racing where the paper at  woo! money bags stacked on top my money bags  work guarantee or come and get your money back  bummy clothes hoes used to laugh at us  now i close deals like i'm athletic  i used to fail math as an adolescent  leave a nigga close casket just to sent a message  big money bitch, i'm still talking stacks  she ain't with me fucking, fuck her she walking back  30 cars and i got my lawyer [?]  killing the game damn i think i need my lawyer here 2x  it's time to show these niggas how we do it  huh! it's time to show these niggas how we do it  huh! i'm counting paper and i'm running through it  huh! i'm counting paper and i'm running through it  thugga! it's time to show these niggas how we do it  ha! it's time to show these how we do it  ha! i'm counting paper and i'm running through it  thugga! i'm counting paper and i'm running through it  i got stupid money  make a bitch fall in love call that cupid money  'vette dropped on deuce dubs it's that coupish money  i'm talking 'bout a whole club brought me through with money money? money  stacks tall on my wall stand about my height  hit the club spend 20 grand in one night  the type of money that let me buy everything i like  the type of money have your bitch first class flight  long paper shit stretch like a limousine  groan paper keep a nigga looking super clean  jewelry box got a mil' worth of stones in it  can buy 5 550's with this pendant  boss bread coming in more than i can spend  me and ricky ross 'bout to pay the cost again  baby seen the bent' says she want to take a spin  i said the only way we fucking is if she to bring a friend.ha!",Hip-Hop
3412,"just look over your shoulders, honey yeah, i know, it's been a minute got to know just look over your shoulders, honey whenever you need me just look- just over your shoulders whenever you need me just look over your shoulders, honey yeah, you need me (woo)  i wrote my first bars in the car with stacy how bizarre, my battle scars at large would lace me big marbles, nigga i lead this new generation, boy, don't argue with us marvelous beat selectors, authors and novel spitters and it's all for the literature and it's all for the hideous the nastiest flows, the chlamydia, ugh i ain't afraid to say i need you ah, yeah (hip-hop, hip-hop, hip-hop) i promise i'd never leave you, ah, yeah my life is like twelve open mics of hopeless notes i write for sure, my folks unite soon as the flow get nice the poltergeist that scare emcees, my prototype for every my share of deeds and r.i.p.s you know my type of style is like my everything apparently, my appetite, they famished bite no hand that feed the culture vulture die and bleed my focus hold these thoughts and dreams control this pen (look over your shoulder) boldest lines of rhymes and things devote my time and mind it seems supposed to shine, remind i'm king provoke the blind and bomb the fiends the pros, the cons of diamond rings i'm full of time but i'ma bring the soul divine and cross between what's yours and mines, the goal, the green the roads that show just what it mean then grab shakur right by the wing and fly before my vocals (scream) for hip-hop, look at my ziploc bag full of goodies, you chris rock hit the pookie and piss stops since tube socks, baby, you a hell of a drug just look over your shoulders when they fuck you over, it's love i know ya  (woo) don't you know, baby? don't you know, baby? just look over your shoulders, honey whenever you need me just look- just over your shoulders whenever you need me just look over your shoulders, honey yeah yeah, you need me (woo)  shhh, look over your shoulder, get me? 'cause i done bodied the game to the point niggas scared to rap with me kept burnin' 'til they anointed me one of the kings of black history and yes, i see the game is a little different, niggas lack simply them bars and i spit 'em like darts 'til they puncture your kidney you trash and it don't matter how much you gon' try to convince me and you gon' make my gun cock and talk a whole 'nother way, yo woah-oh-oh-oh-oh (woo) i am the buddha, the ali baba, the believer-er maker so pristine, the dice roll from under my sleeve when i shake 'em so rude, i'm so ice cold but i'm what you need to just wake 'em all them crowns and medals on the wall waitin' for me to just take 'em when i arrive, my theme music got a pound to it and when i leave, even my shadow got a sound to it 'cause i'm the god of the harder, the martyr, the father i spit a saliva that's leaking a lava completin' the saga while meetin' and greetin' and beating you niggas completely and conquer extremely bark on a nigga, you see me and deeply carve up a nigga, believe me graffiti your armor, you heebie, you jeebie bikini your broad up (you guinea pig) see me, now give me the startup and treat me you greet me and meet me with arms up so sweet when i speak, have a seat, it was deep i was sleep, now the god's up, hmm upholding the fundamentals, while most of you boast a rental focus on what's most essential, spit bars to provoke your mental do i have your attendamiento? while i clap these raps like thunders look over your shoulder, boy, and wonder  (woo) don't you know, baby? (ooh, woah) don't you know, baby? (mhm, mhn, yeah) just look over your shoulders, honey whenever you need me (when you need me) just look- just over your shoulders whenever you need me (whenever you need me) just look over your shoulders, honey yeah yeah, you need me (woo) don't you know, baby? don't you know, baby? just look over your shoulders, honey whenever you need me  that's right he got catalogue, you understand? (just look- just over your shoulders) this is the motherfucking human ipod out this motherfucker, okay? he can go all day (go all day, go all day, go all day-)",Hip-Hop
